energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,duration_ms,loudness,valence,mode,type,uri,trackID,artistGenres,artistPopularity,artist,trackName,trackPopularity,wrapped
0.442,0.19,91.979,0.0254,0.369,0.00689,4,0.329,0,274360,-10.059,0.0701,1,audio_features,spotify:track:11lCAZyh2iqnMMGPXcdwIz,11lCAZyh2iqnMMGPXcdwIz,['south dakota indie'],29,EMA,3Jane,16,0.0
0.445,0.13,97.967,0.0305,0.365,0.0038,4,0.312,11,222719,-7.202,0.272,0,audio_features,spotify:track:0DJZtb8ghBDpBJ2qXxlPBK,0DJZtb8ghBDpBJ2qXxlPBK,"['art pop', 'electropop', 'indie pop', 'indietronica', 'swedish electropop', 'swedish indie pop', 'swedish pop']",73,Lykke Li,No Rest For The Wicked,41,0.0
0.237,0.343,75.058,0.0321,0.971,0.000536,4,0.58,9,235892,-10.641,0.242,0,audio_features,spotify:track:0mFxjFxjI3f8p8JPLnro57,0mFxjFxjI3f8p8JPLnro57,"['british singer-songwriter', 'chamber pop', 'indie anthem-folk', 'indie folk', 'indie pop']",63,Billie Marten,In for the Kill,43,0.0
0.311,0.0983,126.86,0.0361,0.857,0.000684,4,0.543,5,204213,-10.018,0.134,0,audio_features,spotify:track:3elOzp9X3B8vMGhJBWzbIF,3elOzp9X3B8vMGhJBWzbIF,"['metropopolis', 'nottingham indie']",71,London Grammar,Wasting My Young Years,53,0.0
0.62,0.0771,176.016,0.0293,0.459,0.162,4,0.621,0,301960,-4.721,0.515,1,audio_features,spotify:track:7qCZgvV98j6RjUULW1s1it,7qCZgvV98j6RjUULW1s1it,"['alternative rock', 'austindie', 'dance-punk', 'garage rock', 'indie pop', 'indie rock', 'modern rock']",65,Spoon,Inside Out,65,0.0
0.739,0.373,92.931,0.0455,0.0136,0.00162,4,0.715,5,181467,-5.706,0.117,1,audio_features,spotify:track:6RRERJFM5tdTXbrkO32qL2,6RRERJFM5tdTXbrkO32qL2,"['brooklyn indie', 'indie pop', 'indie poptimism', 'indie rock', 'indietronica', 'modern rock', 'pop rock', 'shimmer pop', 'stomp and holler']",61,Matt and Kim,Get It,34,0.0
0.869,0.21,93.24,0.0672,0.00257,2.01e-06,4,0.515,11,209558,-4.732,0.452,1,audio_features,spotify:track:4z9Q8bigTEySh8PVNQ3gem,4z9Q8bigTEySh8PVNQ3gem,"['garage rock', 'indie pop', 'indie rock', 'liverpool indie', 'modern rock', 'new rave', 'rock']",72,The Wombats,Greek Tragedy,1,0.0
0.599,0.366,91.995,0.0282,0.0198,0.00142,4,0.426,11,275547,-7.737,0.102,1,audio_features,spotify:track:0GDz2tPdh6FbxJxM75SQB4,0GDz2tPdh6FbxJxM75SQB4,"['metropopolis', 'neo-synthpop']",66,Hurts,Somebody to Die For,51,1.0
0.779,0.138,86.023,0.0394,0.000881,0.0001,4,0.44,9,263960,-6.342,0.297,1,audio_features,spotify:track:6pTt7MJxHYnpovS4w5NbRI,6pTt7MJxHYnpovS4w5NbRI,"['metropopolis', 'neo-synthpop']",66,Hurts,Blind,41,0.0
0.836,0.184,120.023,0.0584,0.167,0.00157,4,0.695,11,254133,-7.231,0.412,0,audio_features,spotify:track:2pxpJ9lmbqPEIk3M7ezLR0,2pxpJ9lmbqPEIk3M7ezLR0,"['metropopolis', 'neo-synthpop']",66,Hurts,Wonderful Life,55,1.0
0.72,0.282,155.995,0.0517,0.0212,0.000355,4,0.447,11,235200,-7.504,0.296,1,audio_features,spotify:track:2WmDlNSXpyYgMK0ws7ZWDa,2WmDlNSXpyYgMK0ws7ZWDa,"['metropopolis', 'neo-synthpop']",66,Hurts,Stay,56,1.0
0.679,0.0924,135.814,0.0305,0.176,2.5e-05,4,0.461,9,286813,-6.651,0.158,0,audio_features,spotify:track:0TgQCOlcdDDxSvaJ84cAY5,0TgQCOlcdDDxSvaJ84cAY5,"['metropopolis', 'neo-synthpop']",66,Hurts,Unspoken,37,0.0
0.235,0.108,72.265,0.0284,0.825,0.00261,4,0.364,1,224280,-11.183,0.162,1,audio_features,spotify:track:2akzuYCD9jaKKobiFrKLNA,2akzuYCD9jaKKobiFrKLNA,"['metropopolis', 'neo-synthpop']",66,Hurts,The Water,34,0.0
0.557,0.0703,141.066,0.0292,0.0902,8.87e-05,3,0.438,9,386880,-6.541,0.115,1,audio_features,spotify:track:2U7ZiKZitCfxdlNsvcSxNI,2U7ZiKZitCfxdlNsvcSxNI,"['metropopolis', 'neo-synthpop']",66,Hurts,Affair,33,0.0
0.674,0.0656,129.985,0.0427,0.000301,3.01e-05,4,0.584,10,203747,-6.945,0.36,0,audio_features,spotify:track:30j2C8FZxid3fdQqjZ4bLq,30j2C8FZxid3fdQqjZ4bLq,"['metropopolis', 'neo-synthpop']",66,Hurts,Happiness,31,0.0
0.713,0.386,80.001,0.0388,0.153,0.0,4,0.488,9,298120,-7.536,0.25,0,audio_features,spotify:track:3ww7sj1QovjTsGAjnHpiPU,3ww7sj1QovjTsGAjnHpiPU,"['metropopolis', 'neo-synthpop']",66,Hurts,Silver Lining,43,0.0
0.645,0.149,136.941,0.0309,0.0171,6.59e-06,4,0.475,0,258107,-7.847,0.116,1,audio_features,spotify:track:3HdMv6Ss9TCPbEgrYxg6oi,3HdMv6Ss9TCPbEgrYxg6oi,"['metropopolis', 'neo-synthpop']",66,Hurts,"Blood, Tears & Gold",39,0.0
0.713,0.143,132.11,0.0319,0.0247,1.76e-05,4,0.547,6,232627,-6.903,0.241,1,audio_features,spotify:track:79zbnX4bTjJD4jVUNVSp7c,79zbnX4bTjJD4jVUNVSp7c,"['metropopolis', 'neo-synthpop']",66,Hurts,Sunday,40,0.0
0.616,0.0712,90.052,0.0288,0.032,9.13e-05,4,0.395,1,198747,-7.649,0.0409,0,audio_features,spotify:track:7l2AmKnYyOPfRVc75QErDu,7l2AmKnYyOPfRVc75QErDu,"['metropopolis', 'neo-synthpop']",66,Hurts,Illuminated,45,0.0
0.577,0.131,139.844,0.0389,0.0878,6.97e-05,4,0.33,11,234813,-7.744,0.153,0,audio_features,spotify:track:7falTcBWUCMFJKpPP6mr9V,7falTcBWUCMFJKpPP6mr9V,"['metropopolis', 'neo-synthpop']",66,Hurts,Evelyn,35,0.0
0.765,0.11,131.985,0.048,0.00819,5.16e-05,3,0.473,2,213120,-5.65,0.16,1,audio_features,spotify:track:6nbsaXBPuj2TWFS3GqgI4f,6nbsaXBPuj2TWFS3GqgI4f,"['metropopolis', 'neo-synthpop']",66,Hurts,Better Than Love,43,0.0
0.792,0.243,157.892,0.084,0.00301,0.00114,4,0.486,8,252560,-7.45,0.426,0,audio_features,spotify:track:5tBFh4FcGsz4pf2oPzor7v,5tBFh4FcGsz4pf2oPzor7v,"['metropopolis', 'neo-synthpop']",66,Hurts,Devotion,44,0.0
0.456,0.346,83.398,0.0375,0.672,0.0286,3,0.166,0,133467,-11.129,0.171,1,audio_features,spotify:track:4PGDUFngdjHVrvAzEaorTO,4PGDUFngdjHVrvAzEaorTO,"['metropopolis', 'neo-synthpop']",66,Hurts,Verona,28,0.0
0.472,0.106,120.845,0.0372,0.0142,0.0113,4,0.633,6,217920,-6.033,0.565,0,audio_features,spotify:track:7zOCvzc7NtESlo57bQOzIs,7zOCvzc7NtESlo57bQOzIs,"['metropopolis', 'neo-synthpop']",66,Hurts,Confide In Me - Live Studio Version,31,0.0
0.29,0.102,127.882,0.029,0.839,0.0,4,0.339,6,153093,-6.908,0.0727,1,audio_features,spotify:track:3d1626WIX22vT1kQ7LivoV,3d1626WIX22vT1kQ7LivoV,"['metropopolis', 'neo-synthpop']",66,Hurts,Sunday - Demo,27,0.0
0.292,0.105,77.021,0.0262,0.896,0.0,4,0.511,8,229053,-7.708,0.132,0,audio_features,spotify:track:6dDIbkkqYPX2PE8mmisj9H,6dDIbkkqYPX2PE8mmisj9H,"['metropopolis', 'neo-synthpop']",66,Hurts,Devotion - Demo,34,0.0
0.669,0.383,129.066,0.0316,0.763,3.33e-05,4,0.553,0,274200,-6.154,0.103,1,audio_features,spotify:track:7L673Cv2lzQJkG4eyqjG0Q,7L673Cv2lzQJkG4eyqjG0Q,"['metropopolis', 'neo-synthpop']",66,Hurts,All I Want for Christmas Is New Year's Day,64,0.0
0.948,0.17,104.881,0.0457,0.00513,0.00347,4,0.685,9,267947,-5.182,0.628,1,audio_features,spotify:track:0YYbQESOOReEZjVzbYJtMC,0YYbQESOOReEZjVzbYJtMC,"['boy band', 'dance pop', 'neo mellow', 'pop rock']",67,Hanson,MMMBop,45,0.0
0.618,0.0969,163.884,0.0286,0.229,0.453,4,0.413,2,248260,-8.619,0.188,1,audio_features,spotify:track:1V2WGdKILi0xyJYiSG6pFc,1V2WGdKILi0xyJYiSG6pFc,['chillstep'],49,Hiatus,Save Yourself,32,0.0
0.343,0.111,111.022,0.0296,0.493,0.772,4,0.595,0,212635,-13.298,0.094,1,audio_features,spotify:track:2q9NIEbISG7bz75Ofb3FWE,2q9NIEbISG7bz75Ofb3FWE,"['background music', 'compositional ambient', 'focus']",51,Tracey Chattaway,Shimmer,53,0.0
0.551,0.0978,113.524,0.0235,0.198,0.0,4,0.748,1,260613,-8.624,0.662,1,audio_features,spotify:track:6VAKyYoJQu1hwjWNvxQVTt,6VAKyYoJQu1hwjWNvxQVTt,"['adult standards', 'motown', 'quiet storm', 'soul']",82,Stevie Wonder,I Just Called To Say I Love You,18,0.0
0.583,0.111,86.063,0.0275,0.108,0.0,4,0.539,1,328093,-4.935,0.337,0,audio_features,spotify:track:1qIKynV6YQZgocodkPdCy7,1qIKynV6YQZgocodkPdCy7,"['europop', 'new wave pop', 'pop rock', 'soft rock', 'swedish pop']",79,Roxette,Listen to Your Heart,37,0.0
0.452,0.0959,175.088,0.0356,0.638,0.00026,4,0.418,1,218733,-13.099,0.168,1,audio_features,spotify:track:54b8qPFqYqIndfdxiLApea,54b8qPFqYqIndfdxiLApea,"['album rock', 'classic rock', 'hard rock', 'heartland rock', 'mellow gold', 'new wave pop', 'pop rock', 'rock', 'soft rock']",71,Heart,Alone,74,0.0
0.402,0.243,143.883,0.0536,0.288,0.0,4,0.392,0,354320,-9.961,0.228,0,audio_features,spotify:track:7tFiyTwD0nx5a1eklYtX2J,7tFiyTwD0nx5a1eklYtX2J,"['glam rock', 'rock']",92,Queen,Bohemian Rhapsody - 2011 Mix,78,0.0
0.615,0.0957,87.601,0.0473,0.283,0.0,4,0.559,5,206253,-12.27,0.68,1,audio_features,spotify:track:12UzVR0M7asW2MHAZRJk0I,12UzVR0M7asW2MHAZRJk0I,[],43,Dawn,Tie a Yellow Ribbon Round the Ole Oak Tree (feat. Tony Orlando) - Digitally Remastered 1998,54,0.0
0.632,0.123,93.132,0.153,0.293,1.92e-05,4,0.891,8,154253,-7.409,0.966,1,audio_features,spotify:track:0TRJSoV6b5zDASVtdMK7oT,0TRJSoV6b5zDASVtdMK7oT,"['soul', 'southern soul']",53,Jean Knight,Mr. Big Stuff,16,0.0
0.459,0.099,171.165,0.0297,0.189,0.0274,4,0.541,4,187013,-10.433,0.803,0,audio_features,spotify:track:1Q1b8eVkUPGlpSArl8JAVw,1Q1b8eVkUPGlpSArl8JAVw,"['album rock', 'canadian singer-songwriter', 'classic canadian rock', 'classic rock', 'mellow gold', 'permanent wave', 'psychedelic rock', 'rock', 'roots rock', 'singer-songwriter']",75,Neil Young,Heart of Gold - 2009 Remaster,72,0.0
0.795,0.678,126.105,0.29,0.0582,3.98e-06,4,0.808,5,216047,-6.981,0.435,0,audio_features,spotify:track:09Me5pTAqItH7OJK9ASsLv,09Me5pTAqItH7OJK9ASsLv,"['alternative r&b', 'dmv rap', 'hip hop', 'rap', 'underground hip hop']",77,GoldLink,Ay Ay,0,0.0
0.812,0.443,115.064,0.258,0.166,3.16e-06,4,0.784,11,163826,-7.944,0.395,1,audio_features,spotify:track:60EBukQJSlpJVp6pEa1trC,60EBukQJSlpJVp6pEa1trC,"['alternative r&b', 'dmv rap', 'hip hop', 'rap', 'underground hip hop']",77,GoldLink,Bedtime Story,0,0.0
0.808,0.347,127.831,0.358,0.134,3.9e-06,4,0.669,5,226937,-7.133,0.693,0,audio_features,spotify:track:4EOJFq3jFYJuI08FLK9A9i,4EOJFq3jFYJuI08FLK9A9i,"['alternative r&b', 'dmv rap', 'hip hop', 'rap', 'underground hip hop']",77,GoldLink,Divine,0,0.0
0.895,0.363,171.921,0.837,0.00325,0.0,4,0.387,0,101227,-6.056,0.657,1,audio_features,spotify:track:7fvT074kVZD52ouWkatJzo,7fvT074kVZD52ouWkatJzo,"['alternative r&b', 'dmv rap', 'hip hop', 'rap', 'underground hip hop']",77,GoldLink,Hip Hop Interlude,0,0.0
0.905,0.699,136.02,0.183,0.164,0.00284,4,0.808,8,219636,-5.94,0.609,0,audio_features,spotify:track:1ZsPrh1dmVvH004uyhlIzZ,1ZsPrh1dmVvH004uyhlIzZ,"['alternative r&b', 'dmv rap', 'hip hop', 'rap', 'underground hip hop']",77,GoldLink,Fuck Being Polite,0,0.0
0.95,0.112,139.963,0.186,0.053,6.26e-06,4,0.645,3,213897,-6.267,0.853,0,audio_features,spotify:track:5WgxYOA0Fhfr0KEuSpAY3h,5WgxYOA0Fhfr0KEuSpAY3h,"['alternative r&b', 'dmv rap', 'hip hop', 'rap', 'underground hip hop']",77,GoldLink,How It's Done,0,0.0
0.826,0.0864,158.102,0.256,0.0293,0.0636,4,0.53,10,174683,-7.796,0.4,0,audio_features,spotify:track:4DzISla0ytMM8y7TRCGArv,4DzISla0ytMM8y7TRCGArv,"['alternative r&b', 'dmv rap', 'hip hop', 'rap', 'underground hip hop']",77,GoldLink,CNTRL,0,0.0
0.532,0.516,174.652,0.599,0.434,0.00343,3,0.569,6,100999,-8.913,0.326,1,audio_features,spotify:track:0prR8J5ZG73jzlSQKYVJOH,0prR8J5ZG73jzlSQKYVJOH,"['alternative r&b', 'dmv rap', 'hip hop', 'rap', 'underground hip hop']",77,GoldLink,When I Die,0,0.0
0.543,0.0798,95.032,0.298,0.00348,3.71e-06,4,0.791,8,224842,-6.156,0.552,1,audio_features,spotify:track:2FQkUg3xRLgMIFOsIVp5ku,2FQkUg3xRLgMIFOsIVp5ku,"['alternative r&b', 'dmv rap', 'hip hop', 'rap', 'underground hip hop']",77,GoldLink,Sober Thoughts,0,0.0
0.675,0.307,126.183,0.291,0.00472,1.24e-06,4,0.738,5,229524,-8.746,0.253,0,audio_features,spotify:track:4uumKAutqBbdk49slSuMuR,4uumKAutqBbdk49slSuMuR,"['alternative r&b', 'dmv rap', 'hip hop', 'rap', 'underground hip hop']",77,GoldLink,Ay Ay - Flow-Fi Remix,0,0.0
0.382,0.0972,119.875,0.0304,0.391,0.0,3,0.66,2,252227,-5.919,0.436,0,audio_features,spotify:track:2PIvq1pGrUjY007X5y1UpM,2PIvq1pGrUjY007X5y1UpM,"['canadian contemporary r&b', 'canadian pop', 'pop']",95,The Weeknd,"Earned It (Fifty Shades Of Grey) - From The ""Fifty Shades Of Grey"" Soundtrack",79,0.0
0.272,0.13,205.846,0.0501,0.875,0.0,4,0.582,2,188238,-5.662,0.354,1,audio_features,spotify:track:78TTtXnFQPzwqlbtbwqN0y,78TTtXnFQPzwqlbtbwqN0y,"['barbadian pop', 'dance pop', 'pop', 'post-teen pop', 'r&b', 'urban contemporary']",91,Rihanna,FourFiveSeconds,80,0.0
0.778,0.128,100.363,0.027,0.459,0.925,4,0.617,9,127920,-8.871,0.152,0,audio_features,spotify:track:0bXpmJyHHYPk6QBFj25bYF,0bXpmJyHHYPk6QBFj25bYF,"['downtempo', 'dream pop', 'indietronica']",74,The xx,Intro,74,0.0
0.615,0.487,104.475,0.0418,0.5,1.02e-06,4,0.557,6,165653,-10.638,0.82,1,audio_features,spotify:track:07j5RLJHwsm4cUb3GGoW3w,07j5RLJHwsm4cUb3GGoW3w,"['classic country pop', 'country', 'country dawn']",79,Dolly Parton,9 to 5,50,0.0
0.108,0.113,40.12,0.0368,0.75,0.0,4,0.328,5,176693,-16.426,0.567,1,audio_features,spotify:track:0XIe81wYNtdvIttRAUEau4,0XIe81wYNtdvIttRAUEau4,"['american folk revival', 'brill building pop', 'bubblegum pop', 'folk', 'folk rock', 'mellow gold', 'singer-songwriter', 'soft rock', 'traditional folk']",59,"Peter, Paul and Mary",Blowin' in the Wind - Remastered Version,40,0.0
0.0848,0.112,155.036,0.032,0.834,0.0,4,0.381,5,177360,-17.77,0.557,1,audio_features,spotify:track:62Yu8QL1g9pdbvN4XL9Rah,62Yu8QL1g9pdbvN4XL9Rah,"['american folk revival', 'brill building pop', 'bubblegum pop', 'folk', 'folk rock', 'mellow gold', 'singer-songwriter', 'soft rock', 'traditional folk']",59,"Peter, Paul and Mary",Blowin' in the Wind,54,0.0
0.0993,0.0605,174.874,0.0509,0.914,2.32e-05,4,0.38,2,165427,-20.567,0.44,1,audio_features,spotify:track:18GiV1BaXzPVYpp9rmOg0E,18GiV1BaXzPVYpp9rmOg0E,"['album rock', 'classic rock', 'folk', 'folk rock', 'mellow gold', 'rock', 'roots rock', 'singer-songwriter']",79,Bob Dylan,Blowin' in the Wind,70,0.0
0.454,0.0831,130.368,0.0278,0.512,1.39e-06,4,0.728,0,241160,-9.281,0.323,1,audio_features,spotify:track:6G41H0Zd0kQ1WXWDoEotoJ,6G41H0Zd0kQ1WXWDoEotoJ,"['dance pop', 'dance rock', 'europop', 'mellow gold', 'new wave pop', 'permanent wave', 'pop', 'pop rock', 'soft rock']",74,Cyndi Lauper,Time After Time,62,0.0
0.176,0.252,76.031,0.0349,0.638,5.14e-06,4,0.641,6,299147,-11.692,0.297,1,audio_features,spotify:track:5pY3ovFxbvAg7reGZjJQSp,5pY3ovFxbvAg7reGZjJQSp,"['pop', 'uk pop']",98,Ed Sheeran,I See Fire,24,0.0
0.63,0.4,79.955,0.0521,0.0372,0.0,4,0.641,8,241933,-6.393,0.415,1,audio_features,spotify:track:3u9fHuAtjMY1RW2mZfO4Cf,3u9fHuAtjMY1RW2mZfO4Cf,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",69,Coolio,Gangsta's Paradise (feat. L.V.),20,0.0
0.962,0.352,127.99,0.0629,0.00445,0.613,4,0.743,11,270000,-3.205,0.643,0,audio_features,spotify:track:4qPnE8jBZN3wmgGxspsOcP,4qPnE8jBZN3wmgGxspsOcP,"['big room', 'dance pop', 'edm', 'electro house', 'tropical house']",82,Steve Aoki,Boneless,59,0.0
0.902,0.219,158.039,0.117,0.000273,0.000423,4,0.44,6,210721,-4.119,0.342,0,audio_features,spotify:track:7FEAupuft6nSw1rxMH6G6t,7FEAupuft6nSw1rxMH6G6t,[],19,Federal Reserve,"Dipsh*ts (feat. Cam'ron, A-Trak & Juelz Santana)",0,0.0
0.624,0.102,123.03,0.15,0.0394,0.0,4,0.844,9,310853,-4.966,0.481,0,audio_features,spotify:track:4eBZa8VdSifu7J6afGAvcu,4eBZa8VdSifu7J6afGAvcu,"['chicago rap', 'rap']",95,Kanye West,All Day,0,0.0
0.569,0.191,109.314,0.247,0.0488,0.0,5,0.704,7,293533,-4.998,0.313,0,audio_features,spotify:track:3rbNV2GI8Vtd8byhUtXZID,3rbNV2GI8Vtd8byhUtXZID,"['chicago rap', 'rap']",95,Kanye West,Clique,58,0.0
0.306,0.0876,126.714,0.0345,0.593,0.132,5,0.43,2,331680,-13.099,0.11,1,audio_features,spotify:track:5EbqMIr0c8BJMmXl4SX2P9,5EbqMIr0c8BJMmXl4SX2P9,"['dutch pop', 'dutch rock', 'folk-pop']",59,Dotan,Home II,34,0.0
0.308,0.109,103.925,0.0285,0.438,0.889,4,0.318,5,157027,-13.676,0.0592,0,audio_features,spotify:track:0o9ivTBX7mjTnaUYF4Gk6t,0o9ivTBX7mjTnaUYF4Gk6t,"['compositional ambient', 'french soundtrack', 'soundtrack']",71,Alexandre Desplat,The Imitation Game,63,0.0
0.508,0.111,120.464,0.0318,0.821,0.917,4,0.542,6,117347,-13.161,0.492,1,audio_features,spotify:track:02OgukxjQ5Eg4trxuPmGkZ,02OgukxjQ5Eg4trxuPmGkZ,"['compositional ambient', 'french soundtrack', 'soundtrack']",71,Alexandre Desplat,The Machine Christopher,34,0.0
0.16,0.141,81.519,0.0356,0.936,0.889,3,0.0806,10,127760,-17.838,0.038,0,audio_features,spotify:track:0zdsLzHKLFC4tRxTyRwBwt,0zdsLzHKLFC4tRxTyRwBwt,"['compositional ambient', 'french soundtrack', 'soundtrack']",71,Alexandre Desplat,End of War,34,0.0
0.0693,0.101,104.09,0.0309,0.97,0.918,4,0.473,10,170773,-30.029,0.0391,1,audio_features,spotify:track:1D1rRowgWfXl0apqcEdJmx,1D1rRowgWfXl0apqcEdJmx,"['compositional ambient', 'french soundtrack', 'soundtrack']",71,Alexandre Desplat,Enigma,37,0.0
0.158,0.0852,59.341,0.0441,0.912,0.975,4,0.137,2,177387,-18.14,0.0717,0,audio_features,spotify:track:6WoCCsRd3ILkGcLm0C2XL8,6WoCCsRd3ILkGcLm0C2XL8,"['compositional ambient', 'french soundtrack', 'soundtrack']",71,Alexandre Desplat,Alan,46,0.0
0.344,0.136,180.01,0.0352,0.668,0.846,3,0.518,9,132653,-13.389,0.505,0,audio_features,spotify:track:3949K5LGJb0tlusYYhz8aH,3949K5LGJb0tlusYYhz8aH,"['compositional ambient', 'french soundtrack', 'soundtrack']",71,Alexandre Desplat,U-Boats,36,0.0
0.0144,0.0955,103.582,0.0466,0.96,0.958,3,0.157,0,139360,-23.825,0.0365,1,audio_features,spotify:track:3M0270xP9tlRmXokEzesGw,3M0270xP9tlRmXokEzesGw,"['compositional ambient', 'french soundtrack', 'soundtrack']",71,Alexandre Desplat,Carrots and Peas,37,0.0
0.254,0.0749,104.083,0.0347,0.893,0.899,4,0.25,5,96907,-14.399,0.0388,0,audio_features,spotify:track:46SeHDJWulXqursw0J4QpH,46SeHDJWulXqursw0J4QpH,"['compositional ambient', 'french soundtrack', 'soundtrack']",71,Alexandre Desplat,Mission,39,0.0
0.385,0.111,100.499,0.0257,0.303,0.899,3,0.497,7,172747,-11.957,0.123,1,audio_features,spotify:track:4tijhmPsf9Bo0mreLa7g2r,4tijhmPsf9Bo0mreLa7g2r,"['compositional ambient', 'french soundtrack', 'soundtrack']",71,Alexandre Desplat,Crosswords,37,0.0
0.0442,0.268,120.116,0.0324,0.925,0.851,4,0.534,9,99867,-29.41,0.453,1,audio_features,spotify:track:4YzKTEGZiz3YRwv0O2rEGx,4YzKTEGZiz3YRwv0O2rEGx,"['compositional ambient', 'french soundtrack', 'soundtrack']",71,Alexandre Desplat,Night Research,34,0.0
0.193,0.0952,122.683,0.049,0.926,0.875,1,0.398,7,105840,-18.985,0.443,1,audio_features,spotify:track:1ENMUWM3tdostxtsuRjVMH,1ENMUWM3tdostxtsuRjVMH,"['compositional ambient', 'french soundtrack', 'soundtrack']",71,Alexandre Desplat,Joan,35,0.0
0.0727,0.076,168.019,0.0422,0.986,0.937,4,0.268,2,178267,-20.712,0.0814,0,audio_features,spotify:track:4ldTkUERWP8BTlIsqGvlMp,4ldTkUERWP8BTlIsqGvlMp,"['compositional ambient', 'french soundtrack', 'soundtrack']",71,Alexandre Desplat,Alone with Numbers,38,0.0
0.142,0.105,104.004,0.0337,0.604,0.972,4,0.15,5,181373,-17.252,0.0342,0,audio_features,spotify:track:49dtfFNsHwowLTRMtVKnfI,49dtfFNsHwowLTRMtVKnfI,"['compositional ambient', 'french soundtrack', 'soundtrack']",71,Alexandre Desplat,Running,38,0.0
0.0407,0.111,96.501,0.0352,0.97,0.927,3,0.187,1,147667,-25.576,0.0394,1,audio_features,spotify:track:65HGYN3eZbFFZDYwRtotYV,65HGYN3eZbFFZDYwRtotYV,"['compositional ambient', 'french soundtrack', 'soundtrack']",71,Alexandre Desplat,The Headmaster,34,0.0
0.0429,0.111,119.038,0.0408,0.796,0.918,4,0.173,0,174840,-26.935,0.0665,0,audio_features,spotify:track:1FdxLLUN3YmUkTsC1Y18Wy,1FdxLLUN3YmUkTsC1Y18Wy,"['compositional ambient', 'french soundtrack', 'soundtrack']",71,Alexandre Desplat,A Different Equation,40,0.0
0.0279,0.108,180.176,0.0451,0.928,0.915,4,0.214,2,248773,-31.076,0.0368,1,audio_features,spotify:track:7IGEamL5zQ66EF1oFHoqBK,7IGEamL5zQ66EF1oFHoqBK,"['compositional ambient', 'french soundtrack', 'soundtrack']",71,Alexandre Desplat,Becoming a Spy,33,0.0
0.0276,0.1,53.613,0.0419,0.949,0.881,3,0.1,9,140840,-19.689,0.0371,0,audio_features,spotify:track:7l6DGKjdaXnwzQoFHsDJxy,7l6DGKjdaXnwzQoFHsDJxy,"['compositional ambient', 'french soundtrack', 'soundtrack']",71,Alexandre Desplat,The Apple,34,0.0
0.0182,0.0871,77.122,0.0355,0.966,0.881,1,0.0981,1,161000,-22.841,0.0366,1,audio_features,spotify:track:3Aa8KCaRvPsN4uOlQgwZWU,3Aa8KCaRvPsN4uOlQgwZWU,"['compositional ambient', 'french soundtrack', 'soundtrack']",71,Alexandre Desplat,Farewell to Christopher,36,0.0
0.0262,0.105,79.316,0.0356,0.9,0.888,3,0.168,5,96160,-31.935,0.0607,0,audio_features,spotify:track:45etdggVqc3qK2Yj3bSzUE,45etdggVqc3qK2Yj3bSzUE,"['compositional ambient', 'french soundtrack', 'soundtrack']",71,Alexandre Desplat,Because of You,35,0.0
0.371,0.0938,102.194,0.0333,0.803,0.969,4,0.242,5,116520,-11.427,0.102,0,audio_features,spotify:track:3GiE1hcocpQIEf1gC7fv2o,3GiE1hcocpQIEf1gC7fv2o,"['compositional ambient', 'french soundtrack', 'soundtrack']",71,Alexandre Desplat,Alan Turing's Legacy,57,0.0
0.979,0.392,150.09,0.177,0.000425,0.512,4,0.604,11,342020,-1.354,0.511,0,audio_features,spotify:track:58JJRYb9enknUn9wxyOKlB,58JJRYb9enknUn9wxyOKlB,[],39,Just Blaze,Higher - Extended,29,0.0
0.981,0.152,159.337,0.393,0.00749,0.251,4,0.343,10,237895,-2.92,0.365,0,audio_features,spotify:track:3Agmz07IgEtjj1I3ZXdY3g,3Agmz07IgEtjj1I3ZXdY3g,['escape room'],35,RATKING,*,23,0.0
0.852,0.514,135.284,0.0731,0.000116,0.0217,4,0.493,2,183065,-2.64,0.395,0,audio_features,spotify:track:0wxPewdsBgCJhRRhPWpoZd,0wxPewdsBgCJhRRhPWpoZd,['escape room'],35,RATKING,Canal,28,0.0
0.969,0.628,175.756,0.405,0.00347,4.29e-05,4,0.258,7,402688,-1.672,0.473,0,audio_features,spotify:track:7knROEJ6qCIlhYea80GdSA,7knROEJ6qCIlhYea80GdSA,['escape room'],35,RATKING,Snow Beach,30,0.0
0.733,0.294,159.645,0.172,0.0511,0.00126,4,0.426,2,282380,-3.739,0.268,1,audio_features,spotify:track:5oJEPfKRhdCt1R8d73XOiq,5oJEPfKRhdCt1R8d73XOiq,['escape room'],35,RATKING,So Sick Stories,33,0.0
0.92,0.194,127.809,0.415,0.147,0.0,4,0.485,6,188824,-4.118,0.448,1,audio_features,spotify:track:10RQp8DgILM0izuUqqFhIq,10RQp8DgILM0izuUqqFhIq,['escape room'],35,RATKING,Remove Ya,20,0.0
0.874,0.559,125.938,0.0416,0.000166,0.142,3,0.547,10,232986,-4.31,0.0717,0,audio_features,spotify:track:1LqECNF5iIcU7BMax70t10,1LqECNF5iIcU7BMax70t10,['escape room'],35,RATKING,Eat,22,0.0
0.939,0.638,130.036,0.285,0.0203,4.02e-06,4,0.528,5,332042,-3.64,0.482,0,audio_features,spotify:track:56mJVMlMF0aNK6j4IkfwDt,56mJVMlMF0aNK6j4IkfwDt,['escape room'],35,RATKING,So It Goes,30,0.0
